stable_article_id,title,date,primary_body,party,year_month,source,weight,q1_score,q1_n,q2_score,q2_n,q3_score,q3_n,q4_score,q4_n
art_v1_017d49d605fcb7b88ce3f58a4aa7b07195e46edbdab7ecc42e39438782d15df5,Ukrainian Troops Trained by the West Stumble in Battle,2023-08-02,Ukraine’s army has for now set aside U.S. fighting,democrat,2023-08,NYTimes.com Feed,1.0986122886681098,70.0,1.0,25.0,2.0,,,,
art_v1_018a312426b0b4311ad20bfbb09b36670e8adbf0934ebd80712f0d68b9c7f8e0,"For The Third Time In A Week, Russian Troops Paraded Within Range Of Ukraine’s HIMARS Launchers—And Rockets Rained Down On The Parade",2024-02-28,"Unbelievably, they did it again.
On Tuesday, Russi",republican,2024-02,Forbes.com,0.6931471805599453,90.0,1.0,,,,,,
art_v1_01a046367d363ffcd311455c12983303fed02d73f4c671db2b7725a24b40b730,"Midair Video Shows Russian Jet Buzzing U.S. Drone; At the end of the 42-second clip, the MQ-9 drone's propeller appears bent",2023-03-17,BRUSSELS—The Pentagon released video footage Thurs,democrat,2023-03,The Wall Street Journal Online,0.6931471805599453,,,,,0.0,1.0,,
art_v1_01a7a42dae52be07fdd8b6e7befa3fc6faf20bfc6da2befade4d522f6ad0a999,"RASH REPORT // Campaigns past, present reflect on Reagan’s legacy // Allegations about the 1980 campaign surface as the GOP’s top 2024 candidates veer from Reagan’s resolute stand against totalitarianism.",2023-03-25,PRESIDENTIAL INFLUENCE Presidents may seem larger ,republican,2023-03,Star-Tribune,1.3862943611198906,62.5,2.0,48.333333333333336,3.0,0.0,1.0,67.5,2.0
art_v1_01afc2a56d15e5c1006a64ddbf912c2c9c503eaf49caf73ec04d0f6831fd0ee8,Fact check: Altered image falsely claims to show St. Louis Arch lit up with colors of Ukrainian flag,2022-03-14,The claim: Image shows St. Louis Arch lit up with ,republican,2022-03,USA Today Online,1.0986122886681098,,,,,,,,
art_v1_01b17a0cf665feccc8702c76593f72fce8156e58e545165fe52ac553cd3962a4,Ukraine's F-16s may be getting long-range cruise missiles to hit targets hundreds of miles away: report,2024-08-16,* The US is in discussions to send long-range crui,democrat,2024-08,Business Insider,0.6931471805599453,10.0,1.0,20.0,1.0,,,10.0,1.0
art_v1_01b1adc47ef133ad029c4982d7c756824aefe13b1a02bb5782ffeafac42c1bb1,Man arrested in Trump assassination attempt not in BlackRock ad | Fact check,2024-09-18,The claim: Trump assassination attempt suspect Rya,republican,2024-09,USA Today Online,0.6931471805599453,,,,,,,,
art_v1_01b51d88242e42193ed3c022cec95829de4a08946ed2ea0d636dfe01aa2dc241,"Ukraine will likely have to wait a year before it's able to launch another counteroffensive, NATO official says",2024-07-12,"* The NATO summit is being held in Washington, DC,",republican,2024-07,Business Insider,0.6931471805599453,80.0,1.0,,,,,,
art_v1_01b520670074eef52797724a7a262da6174ae5f00d44c8219d0e5139d88dc193,"As war in Ukraine enters third winter, those who fled seek 'joy and magic of Christmas'",2024-11-29,Several letters submitted to Globe Santa by Ukrain,democrat,2024-11,The Boston Globe,0.6931471805599453,,,,,,,,
art_v1_01bee765f8de2f2960f3f9bd21a9ac24e6ecb9ef1ca9299fe7a56f8b4b87562a,U.S. Slaps New Sanctions on Russia After Putin Annexes Ukrainian Regions,2022-09-30,The U.S. government has outlined a new package of ,democrat,2022-09,Barron's Online,0.6931471805599453,20.0,1.0,20.0,1.0,,,,
art_v1_01bf4212c4a3fd0ab9c6caeb7d2735142897768121c742ae856c5a6892592e0f,G7 Finalizes $50 Billion Ukraine Loan Backed by Russian Assets,2024-10-23,The economic lifeline is expected to be disbursed ,democrat,2024-10,NYTimes.com Feed,1.3862943611198906,20.0,3.0,10.0,1.0,,,50.0,1.0
art_v1_01bf4212c4a3fd0ab9c6caeb7d2735142897768121c742ae856c5a6892592e0f,G7 Finalizes $50 Billion Ukraine Loan Backed by Russian Assets,2024-10-23,The economic lifeline is expected to be disbursed ,republican,2024-10,NYTimes.com Feed,1.0986122886681098,40.0,2.0,,,,,,
art_v1_01c16fc70b73c7f52ea8a5ea951d7a5742a3b885bdb1739ec5864c6e37b43691,"U.S. News: War-Crimes Panel Sought at U.N. --- Moscow must be held accountable, U.S. and its allies tell meeting of Security Council",2022-09-23,WASHINGTON -- Facing Europe's biggest humanitarian,democrat,2022-09,The Wall Street Journal,0.6931471805599453,20.0,1.0,,,,,,
art_v1_01ccffc8f62417c4de2bf9c71c38e1bc1e5f4afaba7bd58f62e05ab2ec583aa0,Would F-16s Have Made the Difference in Ukraine’s Counteroffensive?,2023-08-13,"Most military experts doubt that they would have, ",democrat,2023-08,NYTimes.com Feed,1.0986122886681098,60.0,1.0,50.0,1.0,,,,
art_v1_01dcc79329fbb259e09fcb473cac84fa3526f32a49c95d33bc1ab9657bb3d62f,Rep. Michael McCaul pushes Trump on aid for Ukraine as Vance spurns it,2024-07-18,Sign up for the We the Texans newsletter to receiv,republican,2024-07,The Texas Tribune,1.791759469228055,48.75,4.0,80.0,1.0,,,30.0,2.0
art_v1_01ff32a5495654466ccc9b1f794ee37c7232376775f6403e8c695cddbc4ccb82,The Point: Mike Johnson Deserves to Keep His Job,2024-04-20,By joining with Democrats to approve aid to Ukrain,democrat,2024-04,The New York Times,1.0986122886681098,0.0,2.0,,,,,,
art_v1_01ff32a5495654466ccc9b1f794ee37c7232376775f6403e8c695cddbc4ccb82,The Point: Mike Johnson Deserves to Keep His Job,2024-04-20,By joining with Democrats to approve aid to Ukrain,republican,2024-04,The New York Times,0.6931471805599453,100.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
art_v1_01ffea2773ebd520284e1ecd40f4b8fbda59c758d4d0a97efb729d41b35757b1,Ukraine battered again; Zelenskyy says US officials to visit,2022-04-24,"KYIV, Ukraine — Russian forces in Ukraine tried to",democrat,2022-04,St. Louis Post-Dispatch,0.6931471805599453,,,,,,,,
art_v1_020277a38e263601a31e8f4d70c2d9971143a003b3b4a7284b4be065338639e6,Marie Yovanovitch says Rudy Giuliani was Trump's 'personal dirt-digger' and corrupt Ukrainians used him to spread 'lies and half-truths' in the US,2022-03-20,* The former Ukraine ambassador described Giuliani,democrat,2022-03,Business Insider,0.6931471805599453,,,50.0,1.0,,,,
art_v1_020277a38e263601a31e8f4d70c2d9971143a003b3b4a7284b4be065338639e6,Marie Yovanovitch says Rudy Giuliani was Trump's 'personal dirt-digger' and corrupt Ukrainians used him to spread 'lies and half-truths' in the US,2022-03-20,* The former Ukraine ambassador described Giuliani,republican,2022-03,Business Insider,1.791759469228055,80.0,2.0,100.0,1.0,,,,
art_v1_02033f964e522f8f52853b75aeaf2dc58d86c852458bc0361ba11ff3bf1b31e6,Ukraine's Ministry of Defense reassures kids that Santa and his reindeer won't be shot down by Russian missiles,2022-12-21,* Ukrainian defenses will keep Santa safe from Rus,democrat,2022-12,Business Insider,0.6931471805599453,10.0,1.0,,,,,,
art_v1_0204e4112619d45b9aedecdfa535d90917735c3abf475537aaad6db906d66939,Putin Puts Carlson Back In Spotlight,2024-02-10,Mr. Carlson's interview with President Vladimir V.,republican,2024-02,The New York Times,0.6931471805599453,90.0,1.0,,,,,,
art_v1_0207c58445882900c5f87dcb907d0e7b8bf809d848e4be177766887e7c14d3a5,"U.S. Military Aid to Ukraine Was Poorly Tracked, Pentagon Report Says",2024-01-11,The report found that American officials and diplo,democrat,2024-01,NYTimes.com Feed,0.6931471805599453,20.0,1.0,,,,,,
art_v1_0207c58445882900c5f87dcb907d0e7b8bf809d848e4be177766887e7c14d3a5,"U.S. Military Aid to Ukraine Was Poorly Tracked, Pentagon Report Says",2024-01-11,The report found that American officials and diplo,republican,2024-01,NYTimes.com Feed,0.6931471805599453,90.0,1.0,,,,,50.0,1.0
art_v1_020b7a93556e260ee50430b814a849565a98e70138642bffa13047e387c89de2,"Calls Mount for West to Impose No-Fly Zone, Give Jets to Kyiv",2022-03-09,"March 9, 2022 1:01 PM
Warsaw -
U.S. Vice President",democrat,2022-03,Voice of America Press Releases and Documents,1.3862943611198906,10.0,2.0,,,0.0,1.0,20.0,1.0
art_v1_020c3a702834b7bc57deb9f6e2ec80b3c54d308022a055e37378bf3cc90f76f2,Zelensky tells Ukrainians living under occupation to avoid conscription ‘by any means.’,2022-09-24,With Russia laying the groundwork to formally anne,democrat,2022-09,NYTimes.com Feed,0.6931471805599453,,,0.0,1.0,,,,
art_v1_020f21a029b0c33ab05ffdf23c79c29b81d8b11a069c09d012e0315c9071c9e0,"In Wave of Strikes, Russian Missiles Kill 12 Across Ukraine",2023-01-27,Russia’s forces once again pounded energy infrastr,democrat,2023-01,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_0214dde02416277a15a5d792b291619c1bdfd0c9df4fd6561f2de3ecda641616,Russia is using chemical weapons against Ukrainian troops to create panic before it attacks: report,2024-04-08,* Russia is using chemical weapons against Ukraini,republican,2024-04,Business Insider,0.6931471805599453,80.0,1.0,,,,,,
art_v1_0217ff49faa0035471403be8694de4710724bf2a524e79e0db81d736cc25bcf8,"In Hiroshima, Zelensky Tells Putin to Abandon 'Nuclear Blackmail'; Ukrainian president says images of atomic bomb's aftermath remind him of his country's ruined cities",2023-05-21,"HIROSHIMA, Japan—Standing near the spot where the ",democrat,2023-05,The Wall Street Journal Online,1.3862943611198906,3.3333333333333335,3.0,10.0,1.0,,,10.0,1.0
art_v1_021d2b12a86e23e4da379eeb89a88e221b8768f74bcf8e84761687fd089c79b3,Monday briefing: Ukraine and NATO; Larry Nassar; New York floods; Megan Rapinoe; Las Vegas sphere; and more,2023-07-10,1 President Biden said Ukraine isn't ready to join,democrat,2023-07,Washington Post.com,1.3862943611198906,,,50.0,1.0,,,,
art_v1_022769fbfbf6ebc75adc1683de240b28c1d263aaf641120a93607338155519db,New York State Department of Financial Services - B-Roll & Photos: Governor Hochul Visits St. George Ukrainian Catholic Church on One-Year Anniversary of Russian Invasion of Ukraine,2023-02-24,* Click here to view this document in its original,democrat,2023-02,U.S. Local Government News via PUBT,0.6931471805599453,,,,,,,,
art_v1_022a7c1fb53757806235a2894fc8e2def90d90bdd4029317b99538aa8a47a992,Threat of government shutdown ends,2023-10-01,WASHINGTON — The threat of a federal government sh,democrat,2023-10,St. Louis Post-Dispatch,0.6931471805599453,0.0,1.0,,,,,,
art_v1_022a7c1fb53757806235a2894fc8e2def90d90bdd4029317b99538aa8a47a992,Threat of government shutdown ends,2023-10-01,WASHINGTON — The threat of a federal government sh,republican,2023-10,St. Louis Post-Dispatch,1.0986122886681098,5.0,2.0,0.0,1.0,0.0,1.0,,
art_v1_022f19549f6b2e30a18c2df03e067577aeab409f33c3744ad44e6cf8de0aff0f,"Putin Calls a 36-Hour Cease-Fire, but Ukraine and U.S. Are Skeptical",2023-01-06,The cease-fire would coincide with the Eastern Ort,democrat,2023-01,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_0230f827d91ccdac502f3ea69ad7ca7d4e0a00c7ec185314ba20927c2852f37c,"First ATACMS, now Storm Shadows: long-range Western missiles are raining down on Russia for the first time",2024-11-21,* Ukraine has long been restricted from using West,democrat,2024-11,Business Insider,0.6931471805599453,0.0,1.0,,,,,,
art_v1_0232c932b9939e08b5bd4fd99e5b7a1b3e28261ba9fe6a1f32cffa62dc1e0a49,Biden and Zelensky Try to Rally the World Behind Ukraine,2023-09-20,"Also, a possible Saudi-U.S. defense treaty. Here’s",democrat,2023-09,NYTimes.com Feed,1.0986122886681098,5.0,2.0,5.0,2.0,10.0,1.0,,
art_v1_0232c932b9939e08b5bd4fd99e5b7a1b3e28261ba9fe6a1f32cffa62dc1e0a49,Biden and Zelensky Try to Rally the World Behind Ukraine,2023-09-20,"Also, a possible Saudi-U.S. defense treaty. Here’s",republican,2023-09,NYTimes.com Feed,0.6931471805599453,80.0,1.0,,,,,,
art_v1_02389ad507328f83ed862030277a14dbab6a90e4bec56e3d03b2e91876dca396,"What are antipersonnel mines, which Biden is giving Ukraine?",2024-11-21,President Joe Biden has agreed to provide Ukraine ,democrat,2024-11,The Washington Post,1.9459101490553128,22.0,5.0,20.0,1.0,20.0,1.0,,
art_v1_02389ad507328f83ed862030277a14dbab6a90e4bec56e3d03b2e91876dca396,"What are antipersonnel mines, which Biden is giving Ukraine?",2024-11-21,President Joe Biden has agreed to provide Ukraine ,republican,2024-11,The Washington Post,0.6931471805599453,75.0,1.0,50.0,1.0,,,,
art_v1_023a4c20ef742793c3c839a318a1221c605efe3455049f62b4448280decbee8b,More Russian Mercenaries Deploying to Ukraine to Take On Greater Role in War,2022-03-26,"At least 1,000 fighters from Russia’s Wagner Group",republican,2022-03,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_023be9ea0766b98c55a8afece00650e34d312c5519be1e1ccea5ac3a2f59e71c,Biden Pledges Another $500 Million In Aid To Ukraine,2022-03-30,"Topline
The United States will give Ukraine’s gove",democrat,2022-03,Forbes.com,1.791759469228055,15.0,4.0,0.0,1.0,,,5.0,2.0
art_v1_023c5887a7d221436bee81b3a05866d5c376409a577a5449876ee67f8b7fbc28,Mike Pence says Trump could only end Ukraine war in a day if he gives in to Putin's demands,2023-07-11,Former Vice President Mike Pence took aim at forme,democrat,2023-07,USA Today Online,0.6931471805599453,0.0,1.0,,,,,,
art_v1_023c5887a7d221436bee81b3a05866d5c376409a577a5449876ee67f8b7fbc28,Mike Pence says Trump could only end Ukraine war in a day if he gives in to Putin's demands,2023-07-11,Former Vice President Mike Pence took aim at forme,republican,2023-07,USA Today Online,1.9459101490553128,13.333333333333334,3.0,20.0,2.0,,,,
art_v1_0248d0763877201103ea29cb58b44ac7d5f2d34a12f717900b3f49a249dea0f0,Ukraine is expected to dominate discussions at the G7 summit.,2023-05-18,"HIROSHIMA, Japan — The meeting of Group of 7 natio",democrat,2023-05,NYTimes.com Feed,1.0986122886681098,10.0,2.0,20.0,1.0,20.0,1.0,20.0,1.0
art_v1_024e9f40023cc30407f570ccee16a135ffb70a5bdde8295accf4c02b805b3e94,The War-Weary 47th Mechanized Is Ukraine’s ‘Emergency Brigade.’ The Pentagon Is Rushing Replacement Vehicles To Keep The Exhausted Unit In The Fight.,2024-04-30,When Ukrainian defenses collapsed outside the vill,republican,2024-04,Forbes.com,0.6931471805599453,0.0,1.0,,,,,,
art_v1_024fdfe5dc930493d899defb1f3c6a5bf8967b967f40581045164333182caf5a,"On Victory Day, Putin defends war on Ukraine as fight against 'Nazis'",2022-05-10,Russian President Vladimir Putin sought to justify,democrat,2022-05,Washington Post.com,0.6931471805599453,10.0,1.0,,,,,,
art_v1_02561113922362ead1a06c803b24c8fb47994d25190fafa0220912fdcb98918a,Why Congress can't get much done The one thing that seemed to unite the House GOP this year was retaliation against the Democrats,2023-12-22,When Republicans narrowly captured the House last ,democrat,2023-12,The Capital,1.0986122886681098,80.0,1.0,60.0,1.0,,,,
art_v1_02561113922362ead1a06c803b24c8fb47994d25190fafa0220912fdcb98918a,Why Congress can't get much done The one thing that seemed to unite the House GOP this year was retaliation against the Democrats,2023-12-22,When Republicans narrowly captured the House last ,republican,2023-12,The Capital,1.3862943611198906,65.0,3.0,25.0,1.0,,,60.0,1.0
art_v1_0260929d2feca913582b5f91741f4844bc7287a2d86ac2610902caf1b9bf97fb,First lady Jill Biden visits Ukraine in rare trip to war zone,2022-05-10,"UZHHOROD, Ukraine — First lady Jill Biden crossed ",democrat,2022-05,Washington Post.com,2.70805020110221,10.0,1.0,,,,,,
art_v1_02670f312228a18b3bd28a3b7d56171025551f0b8588c26a0cff1c3e55ac578e,Taking Ukraine Hostage to Covid,2022-05-03,House Speaker Nancy Pelosi offered a welcome show ,democrat,2022-05,The Wall Street Journal,1.3862943611198906,6.666666666666667,3.0,10.0,1.0,,,0.0,1.0
art_v1_027395f51e2c88dde69633ef62c03ef07263c32a1808f59391b73dbbc73dd6e4,Community eager to help Ukrainians; Locals say they’re ready to step up as Biden releases details on bringing refugees to the U.S.,2022-04-23,President Joe Biden has offered the details on how,democrat,2022-04,The Philadelphia Inquirer,1.6094379124341005,20.0,1.0,20.0,1.0,,,86.66666666666667,3.0
art_v1_02776abc0d3dd607189da409e955beb6d2455b27579e8775d2c0b6875c8a9dc2,INVASION Ukraine fears US elex ebb to funds,2022-11-09,Ukrainian officials are keeping a close eye on the,republican,2022-11,New York Post,0.6931471805599453,10.0,1.0,10.0,1.0,,,,
art_v1_027814af9e59031b88c236296ade42149c0badf3677f9bb2885aebf41400ed04,Senate votes to advance Ukraine-Israel military aid,2024-02-09,Senators took a step closer toward sending militar,democrat,2024-02,The Washington Post,0.6931471805599453,10.0,1.0,,,,,20.0,1.0
art_v1_027814af9e59031b88c236296ade42149c0badf3677f9bb2885aebf41400ed04,Senate votes to advance Ukraine-Israel military aid,2024-02-09,Senators took a step closer toward sending militar,republican,2024-02,The Washington Post,1.9459101490553128,61.25,4.0,70.0,1.0,,,40.0,2.0
art_v1_0278e0e955d0140b5d63adb429a6846240eb183d78fd9fa84e2ed1dcd382be24,War raises risks of infectious diseases for Ukrainians,2022-03-14,As Russian forces continue their bombardment of Uk,democrat,2022-03,NJ Daily Extra,0.6931471805599453,0.0,1.0,,,,,,
art_v1_027c778e1f31a903c9a75f8a12f90ed0525af262930519ca4eaf163a4b545b23,The Ukrainian Army Piled 15 Wrecked M-2 Bradley Fighting Vehicles In One Scrapyard,2023-12-24,American-made M-2 Bradley infantry fighting vehicl,democrat,2023-12,Forbes.com,0.6931471805599453,10.0,1.0,,,,,10.0,1.0
art_v1_0286b66e64eef1c6a81196f49961fd664252263cfc035f0227f59cc96bdf02d7,Senate GOP struggles to preserve border deal,2024-01-26,Senate Republicans struggled to hold together supp,democrat,2024-01,The Washington Post,0.6931471805599453,10.0,1.0,,,50.0,1.0,50.0,1.0
art_v1_0286b66e64eef1c6a81196f49961fd664252263cfc035f0227f59cc96bdf02d7,Senate GOP struggles to preserve border deal,2024-01-26,Senate Republicans struggled to hold together supp,republican,2024-01,The Washington Post,1.791759469228055,42.0,5.0,,,,,62.0,5.0
art_v1_028beff52d2f0e8f849d0bb2467a22c6f401083605d95607989fcb61d8f8d969,"Biden, in Poland, Hears of the ‘Mental Trauma’ of Ukrainian Refugees",2022-03-25,"The president, who also met with U.S. soldiers, sa",democrat,2022-03,NYTimes.com Feed,2.079441541679836,35.0,2.0,0.0,1.0,0.0,2.0,3.3333333333333335,3.0
art_v1_029ed2859b4d4aeac212d4889f48bfe7db90dcc0486af2ca9f71ca08c7f8a595,Some lawmakers worry Afghan refugees will be forgotten,2022-03-28,"Good morning, Early Birds. Zbigniew Brzezinski, Ji",democrat,2022-03,Washington Post.com,1.791759469228055,20.0,1.0,,,,,43.333333333333336,3.0
art_v1_029f3c50731ae52490385f693949162f71723124cec16d1b5583b581150dec2c,"Putin turns Russia into the world's most-sanctioned country, dwarfing Iran and North Korea",2022-03-08,It took less than two weeks for Russian President ,democrat,2022-03,Washington Post.com,1.0986122886681098,0.0,1.0,,,,,0.0,1.0
art_v1_02c26de77cdb76e440b57850a08669d44db0d00bb7aaa6f97d5b9edb811e137a,"Ukraine’s F-16s Will Reinforce, Or Replace, A Dizzying Array Of Old MiG And Sukhoi Fighters",2024-01-23,With reporting by correspondents Gabriel Silveira ,republican,2024-01,Forbes.com,0.6931471805599453,80.0,1.0,,,,,,
